pathway_id	pathway_name	gene_id
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G093286
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G034471
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G104783
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G049424
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G313750
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G025832
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM5G851862
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G425127
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G154752
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G160763
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	FLS1
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	FLS2
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G152175
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G026930
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G013726
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G345717
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G007053
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G431504
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G097841
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G097854
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G022242
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G082249
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G383404
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G162755
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	BZ1
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G371345
PWYBWI-410	flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation	GRMZM2G026930
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G026930
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G152175
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G026930
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G013726
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G055431
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G092823
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	AC186603.6_FG003
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G321033
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G093286
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G034471
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G104783
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G049424
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G313750
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G025832
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM5G851862
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G425127
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G154752
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G160763
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G322586
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G159822
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G000423
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	AC197699.3_FG003
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G117246
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G057891
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G058024
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G426175
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G060940
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G345717
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G002704
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G326114
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G025870
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G122280
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G025536
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G175343
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G062396
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G050234
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G475380
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	AC212219.3_FG005
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G099467
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G162158
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	AC234528.1_FG006
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	GRMZM2G341460
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G322586
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G159822
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G000423
PWY-5152	leucodelphinidin biosynthesis	AC197699.3_FG003
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G117246
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G057891
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G058024
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G426175
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G060940
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G345717
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G002704
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G326114
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G025870
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G122280
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G025536
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G175343
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G062396
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G050234
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G475380
PWY-5152	leucodelphinidin biosynthesis	AC212219.3_FG005
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G099467
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G162158
PWY-5152	leucodelphinidin biosynthesis	AC234528.1_FG006
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G341460
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G026930
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G152175
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G026930
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G013726
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G055431
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G092823
PWY-5152	leucodelphinidin biosynthesis	AC186603.6_FG003
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G321033
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G093286
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G034471
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G104783
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G049424
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G313750
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G025832
PWY-5152	leucodelphinidin biosynthesis	GRMZM5G851862
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G425127
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G154752
PWY-5152	leucodelphinidin biosynthesis	GRMZM2G160763
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	GRMZM2G022242
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	GRMZM2G082249
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	GRMZM2G383404
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	GRMZM2G162755
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	BZ1
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	GRMZM2G371345
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	GRMZM2G174192
PWY-5307	gentiodelphin biosynthesis	GRMZM5G882427
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	GRMZM2G022242
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	GRMZM2G082249
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	GRMZM2G383404
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	GRMZM2G162755
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	BZ1
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	GRMZM2G371345
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	GRMZM2G345717
PWY-5125-1	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	Bz2
PWY-5391	syringetin biosynthesis	FLS2
PWY-5391	syringetin biosynthesis	FLS1
PWY-5391	syringetin biosynthesis	GRMZM2G057891
PWY-5391	syringetin biosynthesis	GRMZM2G147882
PWY-5391	syringetin biosynthesis	GRMZM5G807276
PWY-6360	flavonol glucosylation I	GRMZM2G074395
PWY-6360	flavonol glucosylation I	GRMZM2G179063
PWY-6360	flavonol glucosylation I	GRMZM2G161335
PWY-6360	flavonol glucosylation I	GRMZM2G039129
PWY-6360	flavonol glucosylation I	GRMZM2G324466
PWY-6360	flavonol glucosylation I	GRMZM2G156127
PWY-6360	flavonol glucosylation I	GRMZM2G372068
PWY-6360	flavonol glucosylation I	GRMZM2G056335
PWY-6360	flavonol glucosylation I	GRMZM2G022242
PWY-6360	flavonol glucosylation I	GRMZM2G415973
PWY-6360	flavonol glucosylation I	GRMZM2G113794
PWY-6360	flavonol glucosylation I	GRMZM2G047910
PWY-6360	flavonol glucosylation I	GRMZM2G173926
PWY-6360	flavonol glucosylation I	GRMZM2G463996
PWY-6360	flavonol glucosylation I	GRMZM2G035755
PWY-6360	flavonol glucosylation I	GRMZM2G044884
PWY-6360	flavonol glucosylation I	GRMZM2G160523
PWY-6360	flavonol glucosylation I	GRMZM5G888620
PWY-6360	flavonol glucosylation I	GRMZM2G122072
PWY-6360	flavonol glucosylation I	GRMZM2G381025
PWY-6360	flavonol glucosylation I	GRMZM2G105991
PWY-6360	flavonol glucosylation I	GRMZM2G338465
PWY-6360	flavonol glucosylation I	GRMZM2G479038
PWY-6360	flavonol glucosylation I	GRMZM2G178209
PWY-6360	flavonol glucosylation I	GRMZM2G131928
PWY-6360	flavonol glucosylation I	AC184831.3_FG003
PWY-6360	flavonol glucosylation I	GRMZM2G007795
PWY-6360	flavonol glucosylation I	GRMZM2G156026
PWY-6360	flavonol glucosylation I	GRMZM2G301148
PWY-6360	flavonol glucosylation I	GRMZM2G015709
PWY-6360	flavonol glucosylation I	GRMZM2G389944
PWY-6360	flavonol glucosylation I	GRMZM2G007012
PWY-6360	flavonol glucosylation I	GRMZM2G426415
PWY-6360	flavonol glucosylation I	GRMZM2G085854
PWY-6360	flavonol glucosylation I	GRMZM2G085054
PWY-6360	flavonol glucosylation I	GRMZM2G151332
PWY-6360	flavonol glucosylation I	GRMZM2G327662
PWY-6360	flavonol glucosylation I	GRMZM2G161625
PWY-6360	flavonol glucosylation I	GRMZM2G341770
PWY-6360	flavonol glucosylation I	GRMZM2G412335
PWY-6360	flavonol glucosylation I	AC200215.3_FG002
PWY-6360	flavonol glucosylation I	GRMZM2G008935
PWY-6360	flavonol glucosylation I	GRMZM2G325023
PWY-6360	flavonol glucosylation I	GRMZM2G325014
PWY-6360	flavonol glucosylation I	GRMZM2G148277
PWY-6360	flavonol glucosylation I	GRMZM2G449019
PWY-6360	flavonol glucosylation I	GRMZM2G058314
PWY-6360	flavonol glucosylation I	AC206788.3_FG015
PWY-6360	flavonol glucosylation I	GRMZM2G043695
PWY-6360	flavonol glucosylation I	GRMZM2G082037
PWY-6360	flavonol glucosylation I	GRMZM2G037545
PWY-6360	flavonol glucosylation I	GRMZM2G051474
PWY-6360	flavonol glucosylation I	GRMZM2G458776
PWY-6360	flavonol glucosylation I	GRMZM2G067361
PWY-6360	flavonol glucosylation I	GRMZM2G060993
PWY-6360	flavonol glucosylation I	GRMZM2G096412
PWY-6360	flavonol glucosylation I	GRMZM2G455075
PWY-6360	flavonol glucosylation I	GRMZM2G155911
PWY-6360	flavonol glucosylation I	GRMZM2G095261
PWY-6360	flavonol glucosylation I	GRMZM2G395508
PWY-6360	flavonol glucosylation I	GRMZM2G117878
PWY-6360	flavonol glucosylation I	GRMZM2G137980
PWY-6360	flavonol glucosylation I	GRMZM2G097030
PWY-6360	flavonol glucosylation I	GRMZM5G892627
PWY-6360	flavonol glucosylation I	GRMZM5G815665
PWY-6360	flavonol glucosylation I	GRMZM2G111344
PWY-6360	flavonol glucosylation I	GRMZM2G036409
PWY-6360	flavonol glucosylation I	GRMZM2G130119
PWY-6360	flavonol glucosylation I	GRMZM2G095807
PWY-6360	flavonol glucosylation I	GRMZM2G074631
PWY-6360	flavonol glucosylation I	GRMZM2G042865
PWY-6360	flavonol glucosylation I	GRMZM2G074331
PWY-6360	flavonol glucosylation I	GRMZM2G113653
PWY-6360	flavonol glucosylation I	GRMZM2G043295
PWY-6360	flavonol glucosylation I	GRMZM2G063550
PWY-6360	flavonol glucosylation I	BZ1
PWY-6360	flavonol glucosylation I	GRMZM2G403740
PWY-6360	flavonol glucosylation I	GRMZM2G067424
PWY-6360	flavonol glucosylation I	GRMZM2G426242
PWY-6360	flavonol glucosylation I	GRMZM5G854655
PWY-6360	flavonol glucosylation I	GRMZM2G371345
PWY-5059	pinobanksin biosynthesis	GRMZM2G114471
PWY-5059	pinobanksin biosynthesis	GRMZM2G422750
PWY-5059	pinobanksin biosynthesis	GRMZM2G151227
PWY-5059	pinobanksin biosynthesis	GRMZM2G155329
PWY-5059	pinobanksin biosynthesis	GRMZM2G311919
PWY-5059	pinobanksin biosynthesis	GRMZM2G119186
PWY-5059	pinobanksin biosynthesis	GRMZM2G060011
PWY-5059	pinobanksin biosynthesis	GRMZM2G175076
PWY-5059	pinobanksin biosynthesis	GRMZM2G322586
PWY-5059	pinobanksin biosynthesis	GRMZM2G159822
PWY-5059	pinobanksin biosynthesis	GRMZM2G000423
PWY-5059	pinobanksin biosynthesis	AC197699.3_FG003
PWY-5059	pinobanksin biosynthesis	GRMZM2G117246
PWY-5059	pinobanksin biosynthesis	GRMZM2G057891
PWY-5059	pinobanksin biosynthesis	GRMZM2G058024
PWY-5059	pinobanksin biosynthesis	GRMZM2G426175
PWY-5059	pinobanksin biosynthesis	GRMZM2G060940
PWY-5059	pinobanksin biosynthesis	GRMZM2G345717
PWY-5059	pinobanksin biosynthesis	GRMZM2G002704
PWY-5059	pinobanksin biosynthesis	GRMZM2G326114
PWY-5059	pinobanksin biosynthesis	GRMZM2G025870
PWY-5059	pinobanksin biosynthesis	GRMZM2G122280
PWY-5059	pinobanksin biosynthesis	GRMZM2G025536
PWY-5059	pinobanksin biosynthesis	GRMZM2G175343
PWY-5059	pinobanksin biosynthesis	GRMZM2G062396
PWY-5059	pinobanksin biosynthesis	GRMZM2G050234
PWY-5059	pinobanksin biosynthesis	GRMZM2G475380
PWY-5059	pinobanksin biosynthesis	AC212219.3_FG005
PWY-5059	pinobanksin biosynthesis	GRMZM2G099467
PWY-5059	pinobanksin biosynthesis	GRMZM2G162158
PWY-5059	pinobanksin biosynthesis	AC234528.1_FG006
PWY-5059	pinobanksin biosynthesis	GRMZM2G341460
PWY-6199	quercetinsulphates biosynthesis	GRMZM2G341959
PWY-6199	quercetinsulphates biosynthesis	GRMZM2G347146
PWY-6199	quercetinsulphates biosynthesis	GRMZM2G054509
PWY-6199	quercetinsulphates biosynthesis	GRMZM2G152179
PWY-6035	2,3-<i>cis</i>-flavanols biosynthesis	GRMZM2G007053
PWY-6035	2,3-<i>cis</i>-flavanols biosynthesis	GRMZM2G431504
PWY-6035	2,3-<i>cis</i>-flavanols biosynthesis	GRMZM2G097841
PWY-6035	2,3-<i>cis</i>-flavanols biosynthesis	GRMZM2G097854
PWY-6064	methylquercetin biosynthesis	AC196475.3_FG004
PWY-6064	methylquercetin biosynthesis	GRMZM2G423331
PWY-3101	flavonol biosynthesis	GRMZM2G055431
PWY-3101	flavonol biosynthesis	GRMZM2G092823
PWY-3101	flavonol biosynthesis	AC186603.6_FG003
PWY-3101	flavonol biosynthesis	GRMZM2G321033
PWY-3101	flavonol biosynthesis	GRMZM2G093286
PWY-3101	flavonol biosynthesis	GRMZM2G034471
PWY-3101	flavonol biosynthesis	GRMZM2G104783
PWY-3101	flavonol biosynthesis	GRMZM2G049424
PWY-3101	flavonol biosynthesis	GRMZM2G313750
PWY-3101	flavonol biosynthesis	GRMZM2G025832
PWY-3101	flavonol biosynthesis	GRMZM5G851862
PWY-3101	flavonol biosynthesis	GRMZM2G425127
PWY-3101	flavonol biosynthesis	GRMZM2G154752
PWY-3101	flavonol biosynthesis	GRMZM2G160763
PWY-3101	flavonol biosynthesis	GRMZM2G057891
PWY-3101	flavonol biosynthesis	GRMZM2G147882
PWY-3101	flavonol biosynthesis	GRMZM5G807276
PWY-3101	flavonol biosynthesis	FLS2
PWY-3101	flavonol biosynthesis	FLS1
PWY-3101	flavonol biosynthesis	GRMZM2G087383
PWY-3101	flavonol biosynthesis	GRMZM2G345717
PWY-3101	flavonol biosynthesis	GRMZM2G175797
PWY-84	resveratrol biosynthesis	GRMZM2G114471
PWY-5168	ferulate and sinapate biosynthesis	AC196475.3_FG004
PWY-5168	ferulate and sinapate biosynthesis	GRMZM2G423331
PWY-5168	ferulate and sinapate biosynthesis	GRMZM2G097706
PWY-5168	ferulate and sinapate biosynthesis	GRMZM2G071021
PWY-5168	ferulate and sinapate biosynthesis	aldh2
PWY-5168	ferulate and sinapate biosynthesis	GRMZM2G122172
PWY-5168	ferulate and sinapate biosynthesis	GRMZM2G407949
PWY-5168	ferulate and sinapate biosynthesis	GRMZM2G380438
PWY-5168	ferulate and sinapate biosynthesis	GRMZM2G058675
PWY-6040	chlorogenic acid biosynthesis II	GRMZM2G158083
PWY-6040	chlorogenic acid biosynthesis II	AC155610.2_FG007
PWY-6040	chlorogenic acid biosynthesis II	gpm105
PWY-6040	chlorogenic acid biosynthesis II	GRMZM2G034360
PWY-6040	chlorogenic acid biosynthesis II	GRMZM2G168499
PWY-6040	chlorogenic acid biosynthesis II	GRMZM2G510303
PWY-6040	chlorogenic acid biosynthesis II	GRMZM2G138074
PWY-6040	chlorogenic acid biosynthesis II	GRMZM2G140817
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G441347
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G118345
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G063917
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G081582
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G160541
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G170692
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G029048
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G074604
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	GRMZM2G010468
PWY-2181	free phenylpropanoid acid biosynthesis	AC196475.3_FG004
PWY-2181	free phenylpropanoid acid biosynthesis	GRMZM2G423331
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G158083
PWY-6039	chlorogenic acid biosynthesis I	AC155610.2_FG007
PWY-6039	chlorogenic acid biosynthesis I	gpm105
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G034360
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G168499
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G004138
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G033952
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G332522
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G127948
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G099363
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G077486
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G510303
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G138074
PWY-6039	chlorogenic acid biosynthesis I	GRMZM2G140817
PWY-5868	simplecoumarins biosynthesis	GRMZM2G048522
PWY-5868	simplecoumarins biosynthesis	GRMZM2G433624
PWY-5868	simplecoumarins biosynthesis	GRMZM2G122787
PWY-5868	simplecoumarins biosynthesis	GRMZM2G096020
PWY-5868	simplecoumarins biosynthesis	GRMZM2G014651
PWY-5868	simplecoumarins biosynthesis	GRMZM2G145179
PWY-5868	simplecoumarins biosynthesis	GRMZM2G054013
PWY-5868	simplecoumarins biosynthesis	GRMZM2G174732
PWY-5868	simplecoumarins biosynthesis	GRMZM2G075333
PWY-5868	simplecoumarins biosynthesis	GRMZM2G091643
PWY-5868	simplecoumarins biosynthesis	GRMZM5G805585
PWY-5868	simplecoumarins biosynthesis	GRMZM2G055320
PWY-5868	simplecoumarins biosynthesis	AF466202.2_FG012
PWY-5868	simplecoumarins biosynthesis	GRMZM2G158083
PWY-5868	simplecoumarins biosynthesis	AC155610.2_FG007
PWY-5868	simplecoumarins biosynthesis	gpm105
PWY-5868	simplecoumarins biosynthesis	GRMZM2G034360
PWY-5868	simplecoumarins biosynthesis	GRMZM2G168499
PWY-5868	simplecoumarins biosynthesis	GRMZM2G510303
PWY-5868	simplecoumarins biosynthesis	GRMZM2G138074
PWY-5868	simplecoumarins biosynthesis	GRMZM2G140817
PWY-5868	simplecoumarins biosynthesis	AC196475.3_FG004
PWY-5868	simplecoumarins biosynthesis	GRMZM2G423331
PWY-5176	coumarin biosynthesis (via 2-coumarate)	AC217401.3_FG002
PWY-5176	coumarin biosynthesis (via 2-coumarate)	GRMZM2G118003
PWY-5176	coumarin biosynthesis (via 2-coumarate)	GRMZM2G069024
PWY-5176	coumarin biosynthesis (via 2-coumarate)	GRMZM2G112704
PWY-5176	coumarin biosynthesis (via 2-coumarate)	GRMZM2G016890
PWY-5176	coumarin biosynthesis (via 2-coumarate)	GRMZM2G031660
PWY-5176	coumarin biosynthesis (via 2-coumarate)	GRMZM2G031628
PWY-5176	coumarin biosynthesis (via 2-coumarate)	GRMZM2G016890
PWY-5349	esculetin biosynthesis	AC233851.1_FG017
PWY-5349	esculetin biosynthesis	AC209206.3_FG014
PWY-5349	esculetin biosynthesis	GRMZM2G121605
PWY-6337	dehydroscoulerine biosynthesis	GRMZM2G080907
PWY-6326	camptothecin biosynthesis	GRMZM2G177928
PWY-6326	camptothecin biosynthesis	GRMZM2G421429
PWY-6326	camptothecin biosynthesis	GRMZM2G439988
PWY-6326	camptothecin biosynthesis	GRMZM5G828060
PWY-6326	camptothecin biosynthesis	GRMZM2G019027
PWY-6326	camptothecin biosynthesis	GRMZM2G027001
PWY-6326	camptothecin biosynthesis	GRMZM2G101142
PWY-6326	camptothecin biosynthesis	GRMZM2G055467
PWY-6326	camptothecin biosynthesis	GRMZM5G808847
PWY-6326	camptothecin biosynthesis	GRMZM2G461279
PWY-6326	camptothecin biosynthesis	GRMZM2G357371
PWY-6326	camptothecin biosynthesis	GRMZM2G143494
PWY-6326	camptothecin biosynthesis	GRMZM2G169341
PWY-6326	camptothecin biosynthesis	GRMZM2G470249
PWY-6326	camptothecin biosynthesis	GRMZM5G806742
PWY-6326	camptothecin biosynthesis	GRMZM5G809262
PWY-6326	camptothecin biosynthesis	GRMZM2G700790
PWY-6326	camptothecin biosynthesis	GRMZM2G700784
PWY-6326	camptothecin biosynthesis	AC234519.1_FG003
PWY-6326	camptothecin biosynthesis	AC234519.1_FG005
PWY-6326	camptothecin biosynthesis	GRMZM2G338431
PWY-6326	camptothecin biosynthesis	GRMZM5G858593
PWY-6326	camptothecin biosynthesis	GRMZM2G307906
PWY-5403	betaxanthin biosynthesis (via dopamine)	GRMZM2G009400
PWY-5403	betaxanthin biosynthesis (via dopamine)	GRMZM2G093125
PWY-735	jasmonic acid biosynthesis	aoc1
PWY-735	jasmonic acid biosynthesis	GRMZM2G415793
PWY-735	jasmonic acid biosynthesis	GRMZM2G148281
PWY-735	jasmonic acid biosynthesis	opr5
PWY-735	jasmonic acid biosynthesis	opr6
PWY-735	jasmonic acid biosynthesis	opr8
PWY-735	jasmonic acid biosynthesis	opr3
PWY-735	jasmonic acid biosynthesis	opr1
PWY-735	jasmonic acid biosynthesis	opr2
PWY-735	jasmonic acid biosynthesis	GRMZM2G376661
PWY-735	jasmonic acid biosynthesis	GRMZM2G072653
PWY-735	jasmonic acid biosynthesis	GRMZM2G002178
PWY-735	jasmonic acid biosynthesis	GRMZM2G168404
PWY-735	jasmonic acid biosynthesis	GRMZM2G033098
PWY-735	jasmonic acid biosynthesis	GRMZM2G067225
PWY-735	jasmonic acid biosynthesis	lox4
PWY-735	jasmonic acid biosynthesis	GRMZM2G109130
PWY-735	jasmonic acid biosynthesis	GRMZM5G822593
PWY-735	jasmonic acid biosynthesis	lox9
PWY-735	jasmonic acid biosynthesis	GRMZM2G104843
PWY-735	jasmonic acid biosynthesis	lox6
PWY-735	jasmonic acid biosynthesis	GRMZM2G156861
PWY-735	jasmonic acid biosynthesis	GRMZM2G106748
PWY-735	jasmonic acid biosynthesis	GRMZM2G015419
PWY-735	jasmonic acid biosynthesis	GRMZM2G009479
PWY-735	jasmonic acid biosynthesis	lox5
PWY-735	jasmonic acid biosynthesis	GRMZM2G312997
PWY-735	jasmonic acid biosynthesis	GRMZM2G117321
PWY-735	jasmonic acid biosynthesis	lox7
