pathway_id	pathway_name	gene_id
PYRIDNUCSYN-PWY-1	NAD biosynthesis I (from aspartate, plastidic)	GRMZM2G106119
PYRIDNUCSYN-PWY-1	NAD biosynthesis I (from aspartate, plastidic)	GRMZM2G404897
PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)	GRMZM2G080497
PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)	GRMZM2G028552
PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)	GRMZM2G076169
PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)	GRMZM2G052418
PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)	GRMZM2G080497
PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)	GRMZM2G028552
PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)	GRMZM2G076169
PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)	GRMZM2G052418
PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	GRMZM2G022837
PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	GRMZM2G433002
PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	GRMZM2G066426
PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	GRMZM2G060156
PWY-5194	siroheme biosynthesis	sum1
PWY-5194	siroheme biosynthesis	GRMZM2G000739
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G030529
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G364901
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G000052
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G078033
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G035994
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G141992
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM5G876960
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G039396
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G150248
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G396856
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G044074
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G365644
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G377609
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G025031
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G024738
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G105319
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G463032
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G159307
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G066615
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G103186
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G038126
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G158136
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G043453
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G048836
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G534116
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G087598
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G075584
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G096764
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G013115
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G128748
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G058491
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G110408
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	AC216219.3_FG006
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G323024
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G419806
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G163658
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G161673
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G063048
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G036455
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G339563
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G084958
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G073351
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G105436
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM5G870342
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G032282
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G043109
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	GRMZM2G081462
PWY-5068	chlorophyll cycle	chlorophyll synthetase
PWY-5068	chlorophyll cycle	GRMZM2G038487
PWY-5068	chlorophyll cycle	GRMZM2G171390
PWY-5068	chlorophyll cycle	GRMZM2G170013
PWY-5068	chlorophyll cycle	GRMZM2G065194
PWY-5086	chlorophyll <i>a</i> biosynthesis I	chlorophyll synthetase
PWY-5064	chlorophyll <i>a</i> biosynthesis II	chlorophyll synthetase
PWY-5064	chlorophyll <i>a</i> biosynthesis II	geranylgeranyl hydrogenase
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G044074
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G365644
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G377609
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G025031
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G024738
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G030529
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G364901
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G000052
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G078033
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G035994
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G141992
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM5G876960
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G039396
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G150248
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G396856
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G047095
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G113325
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G159013
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G105436
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM5G870342
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	GRMZM2G032282
PWY-5918	heme biosynthesis I	AC209626.2_FG013
PWY-5918	heme biosynthesis I	GRMZM2G093197
PWY-5918	heme biosynthesis I	GRMZM2G147955
PWY-5918	heme biosynthesis I	GRMZM2G001814
PWY-5918	heme biosynthesis I	GRMZM2G066840
PWY-5918	heme biosynthesis I	GRMZM2G308463
PWY-5918	heme biosynthesis I	GRMZM2G111909
PWY-5918	heme biosynthesis I	GRMZM2G041159
PWY-5918	heme biosynthesis I	GRMZM2G011085
PWY-5918	heme biosynthesis I	GRMZM2G047800
PWY-5918	heme biosynthesis I	GRMZM2G015295
PWY-5918	heme biosynthesis I	GRMZM2G026117
PWY-5918	heme biosynthesis I	GRMZM2G025885
PWY-5918	heme biosynthesis I	GRMZM2G076981
PWY-5918	heme biosynthesis I	GRMZM2G083932
PWY-5918	heme biosynthesis I	GRMZM2G133885
PWY-5918	heme biosynthesis I	GRMZM2G397247
PWY-5918	heme biosynthesis I	AC209629.2_FG003
PWY-5918	heme biosynthesis I	GRMZM2G080828
PWY-5918	heme biosynthesis I	GRMZM2G030571
PWY-5918	heme biosynthesis I	GRMZM2G010211
PWY-5918	heme biosynthesis I	GRMZM2G116258
PWY-5918	heme biosynthesis I	GRMZM2G107739
PWY-5918	heme biosynthesis I	GRMZM2G127350
PWY-5918	heme biosynthesis I	AC213521.3_FG005
PWY-5918	heme biosynthesis I	GRMZM2G107402
PWY-5918	heme biosynthesis I	GRMZM2G177412
PWY-5918	heme biosynthesis I	GRMZM2G046932
PWY-5918	heme biosynthesis I	GRMZM2G048012
PWY-5918	heme biosynthesis I	AC233922.1_FG004
PWY-5918	heme biosynthesis I	GRMZM5G891373
PWY-5918	heme biosynthesis I	GRMZM2G032049
PWY-5918	heme biosynthesis I	GRMZM2G057491
PWY-5918	heme biosynthesis I	GRMZM2G044074
PWY-5918	heme biosynthesis I	GRMZM2G365644
PWY-5918	heme biosynthesis I	GRMZM2G377609
PWY-5918	heme biosynthesis I	GRMZM2G025031
PWY-5918	heme biosynthesis I	GRMZM2G024738
PWY-5918	heme biosynthesis I	GRMZM2G030529
PWY-5918	heme biosynthesis I	GRMZM2G364901
PWY-5918	heme biosynthesis I	GRMZM2G000052
PWY-5918	heme biosynthesis I	GRMZM2G078033
PWY-5918	heme biosynthesis I	GRMZM2G035994
PWY-5918	heme biosynthesis I	GRMZM2G141992
PWY-5918	heme biosynthesis I	GRMZM5G876960
PWY-5918	heme biosynthesis I	GRMZM2G039396
PWY-5918	heme biosynthesis I	GRMZM2G150248
PWY-5918	heme biosynthesis I	GRMZM2G396856
PWY-5918	heme biosynthesis I	GRMZM2G047095
PWY-5918	heme biosynthesis I	GRMZM2G113325
PWY-5918	heme biosynthesis I	GRMZM2G159013
PWY-5918	heme biosynthesis I	GRMZM2G105436
PWY-5918	heme biosynthesis I	GRMZM5G870342
PWY-5918	heme biosynthesis I	GRMZM2G032282
PWY-5807	heptaprenyl diphosphate biosynthesis	GRMZM2G112728
PWY-5807	heptaprenyl diphosphate biosynthesis	GRMZM2G115077
PWY-5807	heptaprenyl diphosphate biosynthesis	GRMZM2G163809
HEXPPSYN-PWY	hexaprenyl diphosphate biosynthesis	GRMZM2G112728
HEXPPSYN-PWY	hexaprenyl diphosphate biosynthesis	GRMZM2G115077
HEXPPSYN-PWY	hexaprenyl diphosphate biosynthesis	GRMZM2G163809
PWY-6520	nonaprenyl diphosphate biosynthesis II	GRMZM2G112728
PWY-6520	nonaprenyl diphosphate biosynthesis II	GRMZM2G115077
PWY-6520	nonaprenyl diphosphate biosynthesis II	GRMZM2G163809
PWY-5785	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	GRMZM2G146437
PWY-5785	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	GRMZM2G058173
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G137151
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G493395
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G173641
NONMEVIPP-PWY	methylerythritol phosphate pathway	IDP154
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G379271
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G036290
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G376432
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM5G835542
NONMEVIPP-PWY	methylerythritol phosphate pathway	AC209374.4_FG002
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G090715
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G077004
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G137409
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G027059
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G113033
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM5G859195
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G098520
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM5G856881
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G172032
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G032163
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G017868
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G133082
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G108285
NONMEVIPP-PWY	methylerythritol phosphate pathway	GRMZM2G145029
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G097283
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G112728
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G314707
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G098569
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G179733
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G080497
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G115077
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G001097
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G483889
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G014508
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G163809
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G079836
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G147721
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G168681
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G164645
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G162776
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G113476
PWY-5122	geranyl diphosphate biosynthesis	GRMZM5G848876
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G415751
PWY-5122	geranyl diphosphate biosynthesis	chlorophyll synthetase
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G393014
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G173358
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G048472
PWY-5122	geranyl diphosphate biosynthesis	GRMZM2G178859
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	AC194970.5_FG001
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G703303
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G158562
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G004131
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G005909
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G102550
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G058404
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G112728
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G115077
PWY-5805-ARA	nonaprenyl diphosphate biosynthesis III	GRMZM2G163809
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G112728
PWY-5120	geranylgeranyldiphosphate biosynthesis	AC194970.5_FG001
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G703303
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G158562
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G004131
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G115077
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G005909
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G163809
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G102550
PWY-5120	geranylgeranyldiphosphate biosynthesis	GRMZM2G058404
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G085474
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM5G866758
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM5G860137
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM5G830250
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G087207
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	AC199782.5_FG002
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G106263
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G413253
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G128016
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G011832
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G043503
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G058095
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G012404
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G118250
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G393337
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G135085
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G390691
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G136465
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G178767
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G140998
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G076868
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G001645
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	AC203294.3_FG008
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G133806
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G438704
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	AC203311.3_FG005
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G019144
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G074015
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G019260
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G030839
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G396451
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G070351
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G483889
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G014508
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G162776
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G113476
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM5G848876
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G415751
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	chlorophyll synthetase
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G393014
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G173358
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G048472
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G178859
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G097283
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G314707
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G098569
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G179733
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G080497
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G001097
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G079836
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G147721
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G168681
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G164645
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G032163
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G017868
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G133082
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G108285
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G145029
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G112728
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	AC194970.5_FG001
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G703303
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G158562
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G004131
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G115077
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G005909
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G163809
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G102550
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GRMZM2G058404
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G137151
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G493395
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G173641
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	IDP154
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G379271
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G036290
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G376432
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM5G835542
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	AC209374.4_FG002
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G090715
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GRMZM2G077004
